date,province,producer,generation_type,megawatt_hours
2017-03,Quebec,electric utilities,nuclear steam turbine,0.0
2017-03,Quebec,electric utilities,other types of electricity generation,0.0
2017-03,Quebec,electric utilities,solar,116.0
2017-03,Quebec,electric utilities,wind power turbine,612055.0
2017-03,Quebec,industries,combustible fuels,101567.0
2017-03,Quebec,industries,hydraulic turbine,1646860.0
2017-03,Quebec,industries,other types of electricity generation,0.0
2017-03,Quebec,industries,solar,0.0
2017-03,Quebec,industries,wind power turbine,36068.0
2017-03,Saskatchewan,electric utilities,combustible fuels,1763636.0
2017-03,Saskatchewan,electric utilities,hydraulic turbine,362096.0
2017-03,Saskatchewan,electric utilities,other types of electricity generation,0.0
2017-03,Saskatchewan,electric utilities,solar,0.0
2017-03,Saskatchewan,electric utilities,wind power turbine,68686.0
2017-03,Saskatchewan,industries,combustible fuels,22768.0
2017-03,Saskatchewan,industries,hydraulic turbine,0.0
2017-03,Saskatchewan,industries,other types of electricity generation,0.0
2017-03,Saskatchewan,industries,solar,0.0
2017-03,Saskatchewan,industries,wind power turbine,0.0
2017-03,Yukon,electric utilities,combustible fuels,4641.0
2017-03,Yukon,electric utilities,hydraulic turbine,40721.0
2017-03,Yukon,electric utilities,other types of electricity generation,0.0
2017-03,Yukon,electric utilities,solar,0.0
2017-03,Yukon,electric utilities,wind power turbine,0.0
2017-03,Yukon,industries,combustible fuels,0.0
2017-03,Yukon,industries,solar,0.0
2017-03,Yukon,industries,wind power turbine,0.0
2017-04,Alberta,electric utilities,combustible fuels,4288665.0
2017-04,Alberta,electric utilities,hydraulic turbine,176015.0
2017-04,Alberta,electric utilities,other types of electricity generation,16632.0
2017-04,Alberta,electric utilities,solar,0.0
2017-04,Alberta,electric utilities,wind power turbine,372320.0
2017-04,Alberta,industries,combustible fuels,1318254.0
2017-04,Alberta,industries,hydraulic turbine,0.0
2017-04,Alberta,industries,other types of electricity generation,0.0
2017-04,Alberta,industries,solar,106.0
2017-04,Alberta,industries,wind power turbine,509.0
2017-04,British Columbia,electric utilities,combustible fuels,99678.0
2017-04,British Columbia,electric utilities,hydraulic turbine,3782933.0
2017-04,British Columbia,electric utilities,other types of electricity generation,0.0
2017-04,British Columbia,electric utilities,solar,0.0
2017-04,British Columbia,electric utilities,tidal power turbine,0.0
2017-04,British Columbia,electric utilities,wind power turbine,126289.0
2017-04,British Columbia,industries,combustible fuels,408280.0
2017-04,British Columbia,industries,hydraulic turbine,957379.0
2017-04,British Columbia,industries,other types of electricity generation,0.0
2017-04,British Columbia,industries,solar,0.0
2017-04,British Columbia,industries,tidal power turbine,0.0
2017-04,British Columbia,industries,wind power turbine,3211.0
2017-04,Manitoba,electric utilities,combustible fuels,3113.0
2017-04,Manitoba,electric utilities,hydraulic turbine,3056482.0
2017-04,Manitoba,electric utilities,other types of electricity generation,0.0
2017-04,Manitoba,electric utilities,solar,0.0
2017-04,Manitoba,electric utilities,wind power turbine,56393.0
2017-04,Manitoba,industries,combustible fuels,9062.0
2017-04,Manitoba,industries,hydraulic turbine,0.0
2017-04,Manitoba,industries,other types of electricity generation,0.0
2017-04,Manitoba,industries,solar,0.0
2017-04,Manitoba,industries,wind power turbine,0.0
2017-04,New Brunswick,electric utilities,combustible fuels,346717.0
2017-04,New Brunswick,electric utilities,hydraulic turbine,440411.0
2017-04,New Brunswick,electric utilities,nuclear steam turbine,104457.0
2017-04,New Brunswick,electric utilities,other types of electricity generation,0.0
2017-04,New Brunswick,electric utilities,solar,0.0
2017-04,New Brunswick,electric utilities,tidal power turbine,0.0
2017-04,New Brunswick,electric utilities,wind power turbine,52096.0
2017-04,New Brunswick,industries,combustible fuels,47916.0
2017-04,New Brunswick,industries,hydraulic turbine,0.0
2017-04,New Brunswick,industries,other types of electricity generation,0.0
2017-04,New Brunswick,industries,solar,0.0
2017-04,New Brunswick,industries,tidal power turbine,0.0
2017-04,New Brunswick,industries,wind power turbine,0.0
2017-04,Newfoundland and Labrador,electric utilities,combustible fuels,155001.0
2017-04,Newfoundland and Labrador,electric utilities,hydraulic turbine,2424743.0
2017-04,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2017-04,Newfoundland and Labrador,electric utilities,solar,0.0
2017-04,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2017-04,Newfoundland and Labrador,electric utilities,wind power turbine,16073.0
2017-04,Newfoundland and Labrador,industries,combustible fuels,32919.0
2017-04,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2017-04,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2017-04,Newfoundland and Labrador,industries,solar,0.0
2017-04,Newfoundland and Labrador,industries,tidal power turbine,0.0
2017-04,Newfoundland and Labrador,industries,wind power turbine,0.0
2017-04,Northwest Territories,electric utilities,combustible fuels,11613.0
2017-04,Northwest Territories,electric utilities,hydraulic turbine,18959.0
2017-04,Northwest Territories,electric utilities,solar,45.0
2017-04,Northwest Territories,electric utilities,wind power turbine,0.0
2017-04,Northwest Territories,industries,combustible fuels,22819.0
2017-04,Northwest Territories,industries,hydraulic turbine,0.0
2017-04,Northwest Territories,industries,solar,0.0
2017-04,Northwest Territories,industries,wind power turbine,1519.0
2017-04,Nova Scotia,electric utilities,combustible fuels,632272.0
2017-04,Nova Scotia,electric utilities,hydraulic turbine,97915.0
2017-04,Nova Scotia,electric utilities,other types of electricity generation,0.0
2017-04,Nova Scotia,electric utilities,solar,0.0
2017-04,Nova Scotia,electric utilities,tidal power turbine,0.0
2017-04,Nova Scotia,electric utilities,wind power turbine,99092.0
2017-04,Nova Scotia,industries,combustible fuels,16319.0
2017-04,Nova Scotia,industries,hydraulic turbine,0.0
2017-04,Nova Scotia,industries,other types of electricity generation,0.0
2017-04,Nova Scotia,industries,solar,0.0
2017-04,Nova Scotia,industries,tidal power turbine,0.0
2017-04,Nova Scotia,industries,wind power turbine,2544.0
2017-04,Nunavut,electric utilities,combustible fuels,16142.0
2017-04,Nunavut,electric utilities,hydraulic turbine,0.0
2017-04,Nunavut,electric utilities,solar,0.0
2017-04,Nunavut,electric utilities,wind power turbine,0.0
2017-04,Nunavut,industries,combustible fuels,0.0
2017-04,Nunavut,industries,hydraulic turbine,0.0
2017-04,Nunavut,industries,solar,0.0
2017-04,Nunavut,industries,wind power turbine,0.0
2017-04,Ontario,electric utilities,combustible fuels,411241.0
2017-04,Ontario,electric utilities,hydraulic turbine,3378108.0
2017-04,Ontario,electric utilities,nuclear steam turbine,6868248.0
2017-04,Ontario,electric utilities,other types of electricity generation,0.0
2017-04,Ontario,electric utilities,solar,160681.0
2017-04,Ontario,electric utilities,wind power turbine,917490.0
2017-04,Ontario,industries,combustible fuels,265050.0
2017-04,Ontario,industries,hydraulic turbine,42019.0
2017-04,Ontario,industries,other types of electricity generation,0.0
2017-04,Ontario,industries,solar,31767.0
2017-04,Ontario,industries,wind power turbine,25148.0
2017-04,Prince Edward Island,electric utilities,combustible fuels,342.0
2017-04,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2017-04,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2017-04,Prince Edward Island,electric utilities,solar,0.0
2017-04,Prince Edward Island,electric utilities,tidal power turbine,0.0
2017-04,Prince Edward Island,electric utilities,wind power turbine,39589.0
2017-04,Prince Edward Island,industries,combustible fuels,354.0
2017-04,Prince Edward Island,industries,other types of electricity generation,0.0
2017-04,Prince Edward Island,industries,solar,0.0
2017-04,Prince Edward Island,industries,tidal power turbine,0.0
2017-04,Prince Edward Island,industries,wind power turbine,0.0
2017-04,Quebec,electric utilities,combustible fuels,115344.0
2017-04,Quebec,electric utilities,hydraulic turbine,14804609.0
2017-04,Quebec,electric utilities,nuclear steam turbine,0.0
2017-04,Quebec,electric utilities,other types of electricity generation,0.0
2017-04,Quebec,electric utilities,solar,135.0
2017-04,Quebec,electric utilities,wind power turbine,751089.0
2017-04,Quebec,industries,combustible fuels,103980.0
2017-04,Quebec,industries,hydraulic turbine,1548515.0
2017-04,Quebec,industries,other types of electricity generation,0.0
2017-04,Quebec,industries,solar,0.0
2017-04,Quebec,industries,wind power turbine,23545.0
2017-04,Saskatchewan,electric utilities,combustible fuels,1406066.0
2017-04,Saskatchewan,electric utilities,hydraulic turbine,430415.0
2017-04,Saskatchewan,electric utilities,other types of electricity generation,0.0
2017-04,Saskatchewan,electric utilities,solar,0.0
2017-04,Saskatchewan,electric utilities,wind power turbine,57888.0
2017-04,Saskatchewan,industries,combustible fuels,27487.0
2017-04,Saskatchewan,industries,hydraulic turbine,0.0
2017-04,Saskatchewan,industries,other types of electricity generation,0.0
2017-04,Saskatchewan,industries,solar,0.0
2017-04,Saskatchewan,industries,wind power turbine,0.0
2017-04,Yukon,electric utilities,combustible fuels,1887.0
2017-04,Yukon,electric utilities,hydraulic turbine,35418.0
2017-04,Yukon,electric utilities,other types of electricity generation,0.0
2017-04,Yukon,electric utilities,solar,0.0
2017-04,Yukon,electric utilities,wind power turbine,0.0
2017-04,Yukon,industries,combustible fuels,0.0
2017-04,Yukon,industries,solar,0.0
2017-04,Yukon,industries,wind power turbine,0.0
2017-05,Alberta,electric utilities,combustible fuels,4480769.0
2017-05,Alberta,electric utilities,hydraulic turbine,204890.0
2017-05,Alberta,electric utilities,other types of electricity generation,14451.0
2017-05,Alberta,electric utilities,solar,0.0
2017-05,Alberta,electric utilities,wind power turbine,360557.0
2017-05,Alberta,industries,combustible fuels,1192926.0
2017-05,Alberta,industries,hydraulic turbine,0.0
2017-05,Alberta,industries,other types of electricity generation,0.0
2017-05,Alberta,industries,solar,153.0
2017-05,Alberta,industries,wind power turbine,514.0
2017-05,British Columbia,electric utilities,combustible fuels,118113.0
2017-05,British Columbia,electric utilities,hydraulic turbine,3829316.0
2017-05,British Columbia,electric utilities,other types of electricity generation,0.0
2017-05,British Columbia,electric utilities,solar,0.0
2017-05,British Columbia,electric utilities,tidal power turbine,0.0
2017-05,British Columbia,electric utilities,wind power turbine,115388.0
2017-05,British Columbia,industries,combustible fuels,377024.0
2017-05,British Columbia,industries,hydraulic turbine,939956.0
2017-05,British Columbia,industries,other types of electricity generation,0.0
2017-05,British Columbia,industries,solar,0.0
2017-05,British Columbia,industries,tidal power turbine,0.0
2017-05,British Columbia,industries,wind power turbine,2944.0
2017-05,Manitoba,electric utilities,combustible fuels,3139.0
2017-05,Manitoba,electric utilities,hydraulic turbine,2654599.0
2017-05,Manitoba,electric utilities,other types of electricity generation,0.0
2017-05,Manitoba,electric utilities,solar,0.0
2017-05,Manitoba,electric utilities,wind power turbine,60665.0
2017-05,Manitoba,industries,combustible fuels,7848.0
2017-05,Manitoba,industries,hydraulic turbine,0.0
2017-05,Manitoba,industries,other types of electricity generation,0.0
2017-05,Manitoba,industries,solar,0.0
2017-05,Manitoba,industries,wind power turbine,0.0
2017-05,New Brunswick,electric utilities,combustible fuels,200433.0
2017-05,New Brunswick,electric utilities,hydraulic turbine,448423.0
2017-05,New Brunswick,electric utilities,nuclear steam turbine,381727.0
2017-05,New Brunswick,electric utilities,other types of electricity generation,0.0
2017-05,New Brunswick,electric utilities,solar,0.0
2017-05,New Brunswick,electric utilities,tidal power turbine,0.0
2017-05,New Brunswick,electric utilities,wind power turbine,68780.0
2017-05,New Brunswick,industries,combustible fuels,51339.0
2017-05,New Brunswick,industries,hydraulic turbine,0.0
2017-05,New Brunswick,industries,other types of electricity generation,0.0
2017-05,New Brunswick,industries,solar,0.0
2017-05,New Brunswick,industries,tidal power turbine,0.0
2017-05,New Brunswick,industries,wind power turbine,0.0
2017-05,Newfoundland and Labrador,electric utilities,combustible fuels,143010.0
2017-05,Newfoundland and Labrador,electric utilities,hydraulic turbine,1902019.0
2017-05,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2017-05,Newfoundland and Labrador,electric utilities,solar,0.0
2017-05,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2017-05,Newfoundland and Labrador,electric utilities,wind power turbine,15392.0
2017-05,Newfoundland and Labrador,industries,combustible fuels,33660.0
2017-05,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2017-05,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2017-05,Newfoundland and Labrador,industries,solar,0.0
2017-05,Newfoundland and Labrador,industries,tidal power turbine,0.0
2017-05,Newfoundland and Labrador,industries,wind power turbine,0.0
2017-05,Northwest Territories,electric utilities,combustible fuels,13172.0
2017-05,Northwest Territories,electric utilities,hydraulic turbine,20219.0
2017-05,Northwest Territories,electric utilities,solar,52.0
2017-05,Northwest Territories,electric utilities,wind power turbine,0.0
2017-05,Northwest Territories,industries,combustible fuels,24267.0
2017-05,Northwest Territories,industries,hydraulic turbine,0.0
2017-05,Northwest Territories,industries,solar,0.0
2017-05,Northwest Territories,industries,wind power turbine,1896.0
2017-05,Nova Scotia,electric utilities,combustible fuels,517801.0
2017-05,Nova Scotia,electric utilities,hydraulic turbine,133048.0
2017-05,Nova Scotia,electric utilities,other types of electricity generation,0.0
2017-05,Nova Scotia,electric utilities,solar,0.0
2017-05,Nova Scotia,electric utilities,tidal power turbine,419.0
2017-05,Nova Scotia,electric utilities,wind power turbine,99027.0
2017-05,Nova Scotia,industries,combustible fuels,17197.0
2017-05,Nova Scotia,industries,hydraulic turbine,0.0
2017-05,Nova Scotia,industries,other types of electricity generation,0.0
2017-05,Nova Scotia,industries,solar,0.0
2017-05,Nova Scotia,industries,tidal power turbine,0.0
2017-05,Nova Scotia,industries,wind power turbine,2363.0
2017-05,Nunavut,electric utilities,combustible fuels,14953.0
2017-05,Nunavut,electric utilities,hydraulic turbine,0.0
2017-05,Nunavut,electric utilities,solar,0.0
2017-05,Nunavut,electric utilities,wind power turbine,0.0
2017-05,Nunavut,industries,combustible fuels,0.0
2017-05,Nunavut,industries,hydraulic turbine,0.0
2017-05,Nunavut,industries,solar,0.0
2017-05,Nunavut,industries,wind power turbine,0.0
2017-05,Ontario,electric utilities,combustible fuels,416825.0
2017-05,Ontario,electric utilities,hydraulic turbine,3598513.0
2017-05,Ontario,electric utilities,nuclear steam turbine,7043384.0
2017-05,Ontario,electric utilities,other types of electricity generation,0.0
2017-05,Ontario,electric utilities,solar,171511.0
2017-05,Ontario,electric utilities,wind power turbine,677098.0
2017-05,Ontario,industries,combustible fuels,287548.0
2017-05,Ontario,industries,hydraulic turbine,48922.0
2017-05,Ontario,industries,other types of electricity generation,0.0
2017-05,Ontario,industries,solar,38247.0
2017-05,Ontario,industries,wind power turbine,23242.0
2017-05,Prince Edward Island,electric utilities,combustible fuels,415.0
2017-05,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2017-05,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2017-05,Prince Edward Island,electric utilities,solar,0.0
2017-05,Prince Edward Island,electric utilities,tidal power turbine,0.0
2017-05,Prince Edward Island,electric utilities,wind power turbine,49749.0
2017-05,Prince Edward Island,industries,combustible fuels,205.0
2017-05,Prince Edward Island,industries,other types of electricity generation,0.0
2017-05,Prince Edward Island,industries,solar,0.0
2017-05,Prince Edward Island,industries,tidal power turbine,0.0
2017-05,Prince Edward Island,industries,wind power turbine,0.0
2017-05,Quebec,electric utilities,combustible fuels,99574.0
2017-05,Quebec,electric utilities,hydraulic turbine,13413415.0
2017-05,Quebec,electric utilities,nuclear steam turbine,0.0
2017-05,Quebec,electric utilities,other types of electricity generation,0.0
2017-05,Quebec,electric utilities,solar,154.0
2017-05,Quebec,electric utilities,wind power turbine,844178.0
2017-05,Quebec,industries,combustible fuels,102958.0
2017-05,Quebec,industries,hydraulic turbine,1588263.0
2017-05,Quebec,industries,other types of electricity generation,0.0
2017-05,Quebec,industries,solar,0.0
2017-05,Quebec,industries,wind power turbine,28756.0
2017-05,Saskatchewan,electric utilities,combustible fuels,1250473.0
2017-05,Saskatchewan,electric utilities,hydraulic turbine,518220.0
2017-05,Saskatchewan,electric utilities,other types of electricity generation,0.0
2017-05,Saskatchewan,electric utilities,solar,0.0
2017-05,Saskatchewan,electric utilities,wind power turbine,58215.0
2017-05,Saskatchewan,industries,combustible fuels,26698.0
2017-05,Saskatchewan,industries,hydraulic turbine,0.0
2017-05,Saskatchewan,industries,other types of electricity generation,0.0
2017-05,Saskatchewan,industries,solar,0.0
2017-05,Saskatchewan,industries,wind power turbine,0.0
2017-05,Yukon,electric utilities,combustible fuels,1868.0
2017-05,Yukon,electric utilities,hydraulic turbine,34791.0
2017-05,Yukon,electric utilities,other types of electricity generation,0.0
2017-05,Yukon,electric utilities,solar,0.0
2017-05,Yukon,electric utilities,wind power turbine,33.0
2017-05,Yukon,industries,combustible fuels,0.0
2017-05,Yukon,industries,solar,0.0
2017-05,Yukon,industries,wind power turbine,0.0
2017-06,Alberta,electric utilities,combustible fuels,3954840.0
2017-06,Alberta,electric utilities,hydraulic turbine,366920.0
2017-06,Alberta,electric utilities,other types of electricity generation,13507.0
2017-06,Alberta,electric utilities,solar,0.0
2017-06,Alberta,electric utilities,wind power turbine,363636.0
2017-06,Alberta,industries,combustible fuels,1412199.0
2017-06,Alberta,industries,hydraulic turbine,0.0
2017-06,Alberta,industries,other types of electricity generation,0.0
2017-06,Alberta,industries,solar,201.0
2017-06,Alberta,industries,wind power turbine,611.0
2017-06,British Columbia,electric utilities,combustible fuels,90944.0
2017-06,British Columbia,electric utilities,hydraulic turbine,3832023.0
2017-06,British Columbia,electric utilities,other types of electricity generation,0.0
2017-06,British Columbia,electric utilities,solar,0.0
2017-06,British Columbia,electric utilities,tidal power turbine,0.0
2017-06,British Columbia,electric utilities,wind power turbine,123350.0
2017-06,British Columbia,industries,combustible fuels,379464.0
2017-06,British Columbia,industries,hydraulic turbine,925474.0
2017-06,British Columbia,industries,other types of electricity generation,0.0
2017-06,British Columbia,industries,solar,0.0
2017-06,British Columbia,industries,tidal power turbine,0.0
2017-06,British Columbia,industries,wind power turbine,2618.0
2017-06,Manitoba,electric utilities,combustible fuels,3275.0
2017-06,Manitoba,electric utilities,hydraulic turbine,3043852.0
2017-06,Manitoba,electric utilities,other types of electricity generation,0.0
2017-06,Manitoba,electric utilities,solar,0.0
2017-06,Manitoba,electric utilities,wind power turbine,76542.0
2017-06,Manitoba,industries,combustible fuels,5943.0
2017-06,Manitoba,industries,hydraulic turbine,0.0
2017-06,Manitoba,industries,other types of electricity generation,0.0
2017-06,Manitoba,industries,solar,0.0
2017-06,Manitoba,industries,wind power turbine,0.0
2017-06,New Brunswick,electric utilities,combustible fuels,64766.0
2017-06,New Brunswick,electric utilities,hydraulic turbine,206166.0
2017-06,New Brunswick,electric utilities,nuclear steam turbine,473163.0
2017-06,New Brunswick,electric utilities,other types of electricity generation,0.0
2017-06,New Brunswick,electric utilities,solar,0.0
2017-06,New Brunswick,electric utilities,tidal power turbine,0.0
2017-06,New Brunswick,electric utilities,wind power turbine,59351.0
2017-06,New Brunswick,industries,combustible fuels,47445.0
2017-06,New Brunswick,industries,hydraulic turbine,0.0
2017-06,New Brunswick,industries,other types of electricity generation,0.0
2017-06,New Brunswick,industries,solar,0.0
2017-06,New Brunswick,industries,tidal power turbine,0.0
2017-06,New Brunswick,industries,wind power turbine,0.0
2017-06,Newfoundland and Labrador,electric utilities,combustible fuels,68721.0
2017-06,Newfoundland and Labrador,electric utilities,hydraulic turbine,2107840.0
2017-06,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2017-06,Newfoundland and Labrador,electric utilities,solar,0.0
2017-06,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2017-06,Newfoundland and Labrador,electric utilities,wind power turbine,16078.0
2017-06,Newfoundland and Labrador,industries,combustible fuels,29869.0
2017-06,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2017-06,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2017-06,Newfoundland and Labrador,industries,solar,0.0
2017-06,Newfoundland and Labrador,industries,tidal power turbine,0.0
2017-06,Newfoundland and Labrador,industries,wind power turbine,0.0
2017-06,Northwest Territories,electric utilities,combustible fuels,11541.0
2017-06,Northwest Territories,electric utilities,hydraulic turbine,17911.0
2017-06,Northwest Territories,electric utilities,solar,45.0
2017-06,Northwest Territories,electric utilities,wind power turbine,0.0
2017-06,Northwest Territories,industries,combustible fuels,22579.0
2017-06,Northwest Territories,industries,hydraulic turbine,0.0
2017-06,Northwest Territories,industries,solar,0.0
2017-06,Northwest Territories,industries,wind power turbine,1325.0
2017-06,Nova Scotia,electric utilities,combustible fuels,512079.0
2017-06,Nova Scotia,electric utilities,hydraulic turbine,89506.0
2017-06,Nova Scotia,electric utilities,other types of electricity generation,0.0
2017-06,Nova Scotia,electric utilities,solar,0.0
2017-06,Nova Scotia,electric utilities,tidal power turbine,1316.0
2017-06,Nova Scotia,electric utilities,wind power turbine,97591.0
2017-06,Nova Scotia,industries,combustible fuels,15724.0
2017-06,Nova Scotia,industries,hydraulic turbine,0.0
2017-06,Nova Scotia,industries,other types of electricity generation,0.0
2017-06,Nova Scotia,industries,solar,0.0
2017-06,Nova Scotia,industries,tidal power turbine,0.0
2017-06,Nova Scotia,industries,wind power turbine,2515.0
2017-06,Nunavut,electric utilities,combustible fuels,13871.0
2017-06,Nunavut,electric utilities,hydraulic turbine,0.0
2017-06,Nunavut,electric utilities,solar,0.0
2017-06,Nunavut,electric utilities,wind power turbine,0.0
2017-06,Nunavut,industries,combustible fuels,0.0
2017-06,Nunavut,industries,hydraulic turbine,0.0
2017-06,Nunavut,industries,solar,0.0
2017-06,Nunavut,industries,wind power turbine,0.0
2017-06,Ontario,electric utilities,combustible fuels,441285.0
2017-06,Ontario,electric utilities,hydraulic turbine,3399451.0
2017-06,Ontario,electric utilities,nuclear steam turbine,7674082.0
2017-06,Ontario,electric utilities,other types of electricity generation,0.0
2017-06,Ontario,electric utilities,solar,189076.0
2017-06,Ontario,electric utilities,wind power turbine,584323.0
2017-06,Ontario,industries,combustible fuels,292573.0
2017-06,Ontario,industries,hydraulic turbine,42623.0
2017-06,Ontario,industries,other types of electricity generation,0.0
2017-06,Ontario,industries,solar,41904.0
2017-06,Ontario,industries,wind power turbine,16550.0
2017-06,Prince Edward Island,electric utilities,combustible fuels,276.0
2017-06,Prince Edward Island,electric utilities,hydraulic turbine,0.0
2017-06,Prince Edward Island,electric utilities,other types of electricity generation,0.0
2017-06,Prince Edward Island,electric utilities,solar,0.0
2017-06,Prince Edward Island,electric utilities,tidal power turbine,0.0
2017-06,Prince Edward Island,electric utilities,wind power turbine,43713.0
2017-06,Prince Edward Island,industries,combustible fuels,184.0
2017-06,Prince Edward Island,industries,other types of electricity generation,0.0
2017-06,Prince Edward Island,industries,solar,0.0
2017-06,Prince Edward Island,industries,tidal power turbine,0.0
2017-06,Prince Edward Island,industries,wind power turbine,0.0
2017-06,Quebec,electric utilities,combustible fuels,87194.0
2017-06,Quebec,electric utilities,hydraulic turbine,12075893.0
2017-06,Quebec,electric utilities,nuclear steam turbine,0.0
2017-06,Quebec,electric utilities,other types of electricity generation,0.0
2017-06,Quebec,electric utilities,solar,161.0
2017-06,Quebec,electric utilities,wind power turbine,730400.0
2017-06,Quebec,industries,combustible fuels,100653.0
2017-06,Quebec,industries,hydraulic turbine,1818592.0
2017-06,Quebec,industries,other types of electricity generation,0.0
2017-06,Quebec,industries,solar,0.0
2017-06,Quebec,industries,wind power turbine,22618.0
2017-06,Saskatchewan,electric utilities,combustible fuels,1221221.0
2017-06,Saskatchewan,electric utilities,hydraulic turbine,558153.0
2017-06,Saskatchewan,electric utilities,other types of electricity generation,0.0
2017-06,Saskatchewan,electric utilities,solar,0.0
2017-06,Saskatchewan,electric utilities,wind power turbine,53987.0
2017-06,Saskatchewan,industries,combustible fuels,28004.0
2017-06,Saskatchewan,industries,hydraulic turbine,0.0
2017-06,Saskatchewan,industries,other types of electricity generation,0.0
2017-06,Saskatchewan,industries,solar,0.0
2017-06,Saskatchewan,industries,wind power turbine,0.0
2017-06,Yukon,electric utilities,combustible fuels,1579.0
2017-06,Yukon,electric utilities,hydraulic turbine,29794.0
2017-06,Yukon,electric utilities,other types of electricity generation,0.0
2017-06,Yukon,electric utilities,solar,0.0
2017-06,Yukon,electric utilities,wind power turbine,0.0
2017-06,Yukon,industries,combustible fuels,0.0
2017-06,Yukon,industries,solar,0.0
2017-06,Yukon,industries,wind power turbine,0.0
2017-07,Alberta,electric utilities,combustible fuels,4703828.0
2017-07,Alberta,electric utilities,hydraulic turbine,261367.0
2017-07,Alberta,electric utilities,other types of electricity generation,13183.0
2017-07,Alberta,electric utilities,solar,0.0
2017-07,Alberta,electric utilities,wind power turbine,255784.0
2017-07,Alberta,industries,combustible fuels,1704291.0
2017-07,Alberta,industries,hydraulic turbine,0.0
2017-07,Alberta,industries,other types of electricity generation,0.0
2017-07,Alberta,industries,solar,225.0
2017-07,Alberta,industries,wind power turbine,283.0
2017-07,British Columbia,electric utilities,combustible fuels,103074.0
2017-07,British Columbia,electric utilities,hydraulic turbine,4684686.0
2017-07,British Columbia,electric utilities,other types of electricity generation,0.0
2017-07,British Columbia,electric utilities,solar,0.0
2017-07,British Columbia,electric utilities,tidal power turbine,0.0
2017-07,British Columbia,electric utilities,wind power turbine,100036.0
2017-07,British Columbia,industries,combustible fuels,387243.0
2017-07,British Columbia,industries,hydraulic turbine,726583.0
2017-07,British Columbia,industries,other types of electricity generation,0.0
2017-07,British Columbia,industries,solar,0.0
2017-07,British Columbia,industries,tidal power turbine,0.0
2017-07,British Columbia,industries,wind power turbine,2040.0
2017-07,Manitoba,electric utilities,combustible fuels,2850.0
2017-07,Manitoba,electric utilities,hydraulic turbine,3150955.0
2017-07,Manitoba,electric utilities,other types of electricity generation,0.0
2017-07,Manitoba,electric utilities,solar,0.0
2017-07,Manitoba,electric utilities,wind power turbine,59103.0
2017-07,Manitoba,industries,combustible fuels,7588.0
2017-07,Manitoba,industries,hydraulic turbine,0.0
2017-07,Manitoba,industries,other types of electricity generation,0.0
2017-07,Manitoba,industries,solar,0.0
2017-07,Manitoba,industries,wind power turbine,0.0
2017-07,New Brunswick,electric utilities,combustible fuels,242687.0
2017-07,New Brunswick,electric utilities,hydraulic turbine,146269.0
2017-07,New Brunswick,electric utilities,nuclear steam turbine,489785.0
2017-07,New Brunswick,electric utilities,other types of electricity generation,0.0
2017-07,New Brunswick,electric utilities,solar,0.0
2017-07,New Brunswick,electric utilities,tidal power turbine,0.0
2017-07,New Brunswick,electric utilities,wind power turbine,43718.0
2017-07,New Brunswick,industries,combustible fuels,50545.0
2017-07,New Brunswick,industries,hydraulic turbine,0.0
2017-07,New Brunswick,industries,other types of electricity generation,0.0
2017-07,New Brunswick,industries,solar,0.0
2017-07,New Brunswick,industries,tidal power turbine,0.0
2017-07,New Brunswick,industries,wind power turbine,0.0
2017-07,Newfoundland and Labrador,electric utilities,combustible fuels,52142.0
2017-07,Newfoundland and Labrador,electric utilities,hydraulic turbine,1964579.0
2017-07,Newfoundland and Labrador,electric utilities,other types of electricity generation,0.0
2017-07,Newfoundland and Labrador,electric utilities,solar,0.0
2017-07,Newfoundland and Labrador,electric utilities,tidal power turbine,0.0
2017-07,Newfoundland and Labrador,electric utilities,wind power turbine,11154.0
2017-07,Newfoundland and Labrador,industries,combustible fuels,26343.0
2017-07,Newfoundland and Labrador,industries,hydraulic turbine,0.0
2017-07,Newfoundland and Labrador,industries,other types of electricity generation,0.0
2017-07,Newfoundland and Labrador,industries,solar,0.0
2017-07,Newfoundland and Labrador,industries,tidal power turbine,0.0
2017-07,Newfoundland and Labrador,industries,wind power turbine,0.0
2017-07,Northwest Territories,electric utilities,combustible fuels,11377.0
2017-07,Northwest Territories,electric utilities,hydraulic turbine,19105.0
2017-07,Northwest Territories,electric utilities,solar,40.0
2017-07,Northwest Territories,electric utilities,wind power turbine,0.0
2017-07,Northwest Territories,industries,combustible fuels,23144.0
