"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994/1995","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","53426","","","","0"
"1994/1995","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","52069","","","","0"
"1994/1995","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","18388","","","","0"
"1994/1995","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19745","","","","0"
"1994/1995","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-14152","","","","0"
"1994/1995","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24121","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","6140","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","3987","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","615","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","251","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","297","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","106","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Net temporary emigration","Persons","249","units","0","v29768532","2.11","60","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","-802","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-6974","","","","0"
"1994/1995","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-1810","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1686","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1139","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","200","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","77","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","101","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","41","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","17","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","55","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","349","","","","0"
"1994/1995","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-96","","","","0"
"1994/1995","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","10806","","","","0"
"1994/1995","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","7851","","","","0"
"1994/1995","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","3726","","","","0"
"1994/1995","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","1041","","","","0"
"1994/1995","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","1084","","","","0"
"1994/1995","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","240","","","","0"
"1994/1995","Nova Scotia","2016A000212","Net temporary emigration","Persons","249","units","0","v29768540","4.11","197","","","","0"
"1994/1995","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","-376","","","","0"
"1994/1995","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-2741","","","","0"
"1994/1995","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-1274","","","","0"
"1994/1995","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8729","","","","0"
"1994/1995","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5899","","","","0"
"1994/1995","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","676","","","","0"
"1994/1995","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","557","","","","0"
"1994/1995","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","583","","","","0"
"1994/1995","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","181","","","","0"
"1994/1995","New Brunswick","2016A000213","Net temporary emigration","Persons","249","units","0","v29768544","5.11","155","","","","0"
"1994/1995","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","-233","","","","0"
"1994/1995","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-813","","","","0"
"1994/1995","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1145","","","","0"
"1994/1995","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","89092","","","","0"
"1994/1995","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","52204","","","","0"
"1994/1995","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","26768","","","","0"
"1994/1995","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","9712","","","","0"
"1994/1995","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","8673","","","","0"
"1994/1995","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","2490","","","","0"
"1994/1995","Quebec","2016A000224","Net temporary emigration","Persons","249","units","0","v29768548","6.11","3529","","","","0"
"1994/1995","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","1855","","","","0"
"1994/1995","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-8947","","","","0"
"1994/1995","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-20036","","","","0"
"1994/1995","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","147234","","","","0"
"1994/1995","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","78152","","","","0"
"1994/1995","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","119730","","","","0"
"1994/1995","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","26081","","","","0"
"1994/1995","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","25768","","","","0"
"1994/1995","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","8854","","","","0"
"1994/1995","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29768552","7.11","9167","","","","0"
"1994/1995","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-16869","","","","0"
"1994/1995","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-2841","","","","0"
"1994/1995","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-12048","","","","0"
"1994/1995","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","16452","","","","0"
"1994/1995","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9480","","","","0"
"1994/1995","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3811","","","","0"
"1994/1995","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","1733","","","","0"
"1994/1995","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","2029","","","","0"
"1994/1995","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","830","","","","0"
"1994/1995","Manitoba","2016A000246","Net temporary emigration","Persons","249","units","0","v29768556","8.11","534","","","","0"
"1994/1995","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","-84","","","","0"
"1994/1995","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-3220","","","","0"
"1994/1995","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","174","","","","0"
"1994/1995","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","13795","","","","0"
"1994/1995","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","8344","","","","0"
"1994/1995","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","2191","","","","0"
"1994/1995","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","942","","","","0"
"1994/1995","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","883","","","","0"
"1994/1995","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","342","","","","0"
"1994/1995","Saskatchewan","2016A000247","Net temporary emigration","Persons","249","units","0","v29768560","9.11","401","","","","0"
"1994/1995","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","77","","","","0"
"1994/1995","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-3652","","","","0"
"1994/1995","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","1487","","","","0"
"1994/1995","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","39064","","","","0"
"1994/1995","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","15691","","","","0"
"1994/1995","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","16515","","","","0"
"1994/1995","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","6803","","","","0"
"1994/1995","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","6842","","","","0"
"1994/1995","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","2501","","","","0"
"1994/1995","Alberta","2016A000248","Net temporary emigration","Persons","249","units","0","v29768564","10.11","2462","","","","0"
"1994/1995","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","-321","","","","0"
"1994/1995","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","-556","","","","0"
"1994/1995","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","1705","","","","0"
"1994/1995","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","47000","","","","0"
"1994/1995","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","26292","","","","0"
"1994/1995","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","46260","","","","0"
"1994/1995","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","6171","","","","0"
"1994/1995","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","5746","","","","0"
"1994/1995","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","2756","","","","0"
"1994/1995","British Columbia","2016A000259","Net temporary emigration","Persons","249","units","0","v29768568","11.11","3181","","","","0"
"1994/1995","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","2555","","","","0"
"1994/1995","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","29291","","","","0"
"1994/1995","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","8672","","","","0"
"1994/1995","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","462","","","","0"
"1994/1995","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","119","","","","0"
"1994/1995","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","100","","","","0"
"1994/1995","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","27","","","","0"
"1994/1995","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","19","","","","0"
"1994/1995","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","13","","","","0"
"1994/1995","Yukon","2016A000260","Net temporary emigration","Persons","249","units","0","v29768572","12.11","21","","","","0"
"1994/1995","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","16","","","","0"
"1994/1995","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","269","","","","0"
"1994/1995","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","57","","","","0"
"1994/1995","Northwest Territories","2016A000261","Births","Persons","249","units","0","v391074","14.1","823","","","","0"
"1994/1995","Northwest Territories","2016A000261","Deaths","Persons","249","units","0","v391089","14.2","137","","","","0"
"1994/1995","Northwest Territories","2016A000261","Immigrants","Persons","249","units","0","v391104","14.3","127","","","","0"
"1994/1995","Northwest Territories","2016A000261","Net emigration","Persons","249","units","0","v1566834756","14.13","31","","","","0"
"1994/1995","Northwest Territories","2016A000261","Emigrants","Persons","249","units","0","v29768578","14.9","42","","","","0"
"1994/1995","Northwest Territories","2016A000261","Returning emigrants","Persons","249","units","0","v29768579","14.10","28","","","","0"
"1994/1995","Northwest Territories","2016A000261","Net temporary emigration","Persons","249","units","0","v29768580","14.11","17","","","","0"
"1994/1995","Northwest Territories","2016A000261","Net non-permanent residents","Persons","249","units","0","v29768581","14.12","-21","","","","0"
"1994/1995","Northwest Territories","2016A000261","Net interprovincial migration","Persons","249","units","0","v391133","14.5","78","","","","0"
"1994/1995","Northwest Territories","2016A000261","Residual deviation","Persons","249","units","0","v53437085","14.8","15","","","","0"
"1994/1995","Nunavut","2016A000262","Births","Persons","249","units","0","v391075","15.1","715","","","","0"
"1994/1995","Nunavut","2016A000262","Deaths","Persons","249","units","0","v391090","15.2","94","","","","0"
"1994/1995","Nunavut","2016A000262","Immigrants","Persons","249","units","0","v391105","15.3","19","","","","0"
"1994/1995","Nunavut","2016A000262","Net emigration","Persons","249","units","0","v1566834757","15.13","0","","","","0"
"1994/1995","Nunavut","2016A000262","Emigrants","Persons","249","units","0","v29768582","15.9","2","","","","0"
"1994/1995","Nunavut","2016A000262","Returning emigrants","Persons","249","units","0","v29768583","15.10","6","","","","0"
"1994/1995","Nunavut","2016A000262","Net temporary emigration","Persons","249","units","0","v29768584","15.11","4","","","","0"
"1994/1995","Nunavut","2016A000262","Net non-permanent residents","Persons","249","units","0","v29768585","15.12","-4","","","","0"
"1994/1995","Nunavut","2016A000262","Net interprovincial migration","Persons","249","units","0","v391134","15.5","-243","","","","0"
"1994/1995","Nunavut","2016A000262","Residual deviation","Persons","249","units","0","v53437086","15.8","178","","","","0"
"1995/1996","Canada","2016A000011124","Births","Persons","249","units","0","v391069","1.1","372453","","","","0"
"1995/1996","Canada","2016A000011124","Deaths","Persons","249","units","0","v391084","1.2","209766","","","","0"
"1995/1996","Canada","2016A000011124","Immigrants","Persons","249","units","0","v391099","1.3","217478","","","","0"
"1995/1996","Canada","2016A000011124","Net emigration","Persons","249","units","0","v1566834743","1.13","49106","","","","0"
"1995/1996","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29768526","1.9","48396","","","","0"
"1995/1996","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","19035","","","","0"
"1995/1996","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19745","","","","0"
"1995/1996","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-826","","","","0"
"1995/1996","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-22326","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Births","Persons","249","units","0","v391070","2.1","5846","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Deaths","Persons","249","units","0","v391085","2.2","3954","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Immigrants","Persons","249","units","0","v391100","2.3","557","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Net emigration","Persons","249","units","0","v1566834744","2.13","203","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Emigrants","Persons","249","units","0","v29768530","2.9","223","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Returning emigrants","Persons","249","units","0","v29768531","2.10","79","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Net temporary emigration","Persons","249","units","0","v29768532","2.11","59","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Net non-permanent residents","Persons","249","units","0","v29768533","2.12","-634","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Net interprovincial migration","Persons","249","units","0","v391129","2.5","-7436","","","","0"
"1995/1996","Newfoundland and Labrador","2016A000210","Residual deviation","Persons","249","units","0","v53437073","2.8","-1875","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Births","Persons","249","units","0","v391076","3.1","1788","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Deaths","Persons","249","units","0","v391091","3.2","1198","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Immigrants","Persons","249","units","0","v391106","3.3","127","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Net emigration","Persons","249","units","0","v1566834745","3.13","21","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Emigrants","Persons","249","units","0","v29768534","3.9","75","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Returning emigrants","Persons","249","units","0","v29768535","3.10","71","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Net temporary emigration","Persons","249","units","0","v29768536","3.11","17","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Net non-permanent residents","Persons","249","units","0","v29768537","3.12","110","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Net interprovincial migration","Persons","249","units","0","v391135","3.5","638","","","","0"
"1995/1996","Prince Edward Island","2016A000211","Residual deviation","Persons","249","units","0","v53437074","3.8","-122","","","","0"
"1995/1996","Nova Scotia","2016A000212","Births","Persons","249","units","0","v391077","4.1","10776","","","","0"
"1995/1996","Nova Scotia","2016A000212","Deaths","Persons","249","units","0","v391092","4.2","7698","","","","0"
"1995/1996","Nova Scotia","2016A000212","Immigrants","Persons","249","units","0","v391107","4.3","3397","","","","0"
"1995/1996","Nova Scotia","2016A000212","Net emigration","Persons","249","units","0","v1566834746","4.13","831","","","","0"
"1995/1996","Nova Scotia","2016A000212","Emigrants","Persons","249","units","0","v29768538","4.9","915","","","","0"
"1995/1996","Nova Scotia","2016A000212","Returning emigrants","Persons","249","units","0","v29768539","4.10","284","","","","0"
"1995/1996","Nova Scotia","2016A000212","Net temporary emigration","Persons","249","units","0","v29768540","4.11","200","","","","0"
"1995/1996","Nova Scotia","2016A000212","Net non-permanent residents","Persons","249","units","0","v29768541","4.12","154","","","","0"
"1995/1996","Nova Scotia","2016A000212","Net interprovincial migration","Persons","249","units","0","v391136","4.5","-1245","","","","0"
"1995/1996","Nova Scotia","2016A000212","Residual deviation","Persons","249","units","0","v53437075","4.8","-1346","","","","0"
"1995/1996","New Brunswick","2016A000213","Births","Persons","249","units","0","v391078","5.1","8338","","","","0"
"1995/1996","New Brunswick","2016A000213","Deaths","Persons","249","units","0","v391093","5.2","5866","","","","0"
"1995/1996","New Brunswick","2016A000213","Immigrants","Persons","249","units","0","v391108","5.3","646","","","","0"
"1995/1996","New Brunswick","2016A000213","Net emigration","Persons","249","units","0","v1566834747","5.13","305","","","","0"
"1995/1996","New Brunswick","2016A000213","Emigrants","Persons","249","units","0","v29768542","5.9","493","","","","0"
"1995/1996","New Brunswick","2016A000213","Returning emigrants","Persons","249","units","0","v29768543","5.10","343","","","","0"
"1995/1996","New Brunswick","2016A000213","Net temporary emigration","Persons","249","units","0","v29768544","5.11","155","","","","0"
"1995/1996","New Brunswick","2016A000213","Net non-permanent residents","Persons","249","units","0","v29768545","5.12","-1","","","","0"
"1995/1996","New Brunswick","2016A000213","Net interprovincial migration","Persons","249","units","0","v391137","5.5","-369","","","","0"
"1995/1996","New Brunswick","2016A000213","Residual deviation","Persons","249","units","0","v53437076","5.8","-1118","","","","0"
"1995/1996","Quebec","2016A000224","Births","Persons","249","units","0","v391079","6.1","86089","","","","0"
"1995/1996","Quebec","2016A000224","Deaths","Persons","249","units","0","v391094","6.2","52099","","","","0"
"1995/1996","Quebec","2016A000224","Immigrants","Persons","249","units","0","v391109","6.3","29490","","","","0"
"1995/1996","Quebec","2016A000224","Net emigration","Persons","249","units","0","v1566834748","6.13","8426","","","","0"
"1995/1996","Quebec","2016A000224","Emigrants","Persons","249","units","0","v29768546","6.9","7881","","","","0"
"1995/1996","Quebec","2016A000224","Returning emigrants","Persons","249","units","0","v29768547","6.10","2983","","","","0"
"1995/1996","Quebec","2016A000224","Net temporary emigration","Persons","249","units","0","v29768548","6.11","3528","","","","0"
"1995/1996","Quebec","2016A000224","Net non-permanent residents","Persons","249","units","0","v29768549","6.12","2699","","","","0"
"1995/1996","Quebec","2016A000224","Net interprovincial migration","Persons","249","units","0","v391138","6.5","-12626","","","","0"
"1995/1996","Quebec","2016A000224","Residual deviation","Persons","249","units","0","v53437077","6.8","-17449","","","","0"
"1995/1996","Ontario","2016A000235","Births","Persons","249","units","0","v391080","7.1","143090","","","","0"
"1995/1996","Ontario","2016A000235","Deaths","Persons","249","units","0","v391095","7.2","77737","","","","0"
"1995/1996","Ontario","2016A000235","Immigrants","Persons","249","units","0","v391110","7.3","115961","","","","0"
"1995/1996","Ontario","2016A000235","Net emigration","Persons","249","units","0","v1566834749","7.13","25198","","","","0"
"1995/1996","Ontario","2016A000235","Emigrants","Persons","249","units","0","v29768550","7.9","24208","","","","0"
"1995/1996","Ontario","2016A000235","Returning emigrants","Persons","249","units","0","v29768551","7.10","8173","","","","0"
"1995/1996","Ontario","2016A000235","Net temporary emigration","Persons","249","units","0","v29768552","7.11","9163","","","","0"
"1995/1996","Ontario","2016A000235","Net non-permanent residents","Persons","249","units","0","v29768553","7.12","-9716","","","","0"
"1995/1996","Ontario","2016A000235","Net interprovincial migration","Persons","249","units","0","v391139","7.5","-2822","","","","0"
"1995/1996","Ontario","2016A000235","Residual deviation","Persons","249","units","0","v53437078","7.8","-10794","","","","0"
"1995/1996","Manitoba","2016A000246","Births","Persons","249","units","0","v391081","8.1","15738","","","","0"
"1995/1996","Manitoba","2016A000246","Deaths","Persons","249","units","0","v391096","8.2","9507","","","","0"
"1995/1996","Manitoba","2016A000246","Immigrants","Persons","249","units","0","v391111","8.3","3666","","","","0"
"1995/1996","Manitoba","2016A000246","Net emigration","Persons","249","units","0","v1566834750","8.13","1255","","","","0"
"1995/1996","Manitoba","2016A000246","Emigrants","Persons","249","units","0","v29768554","8.9","1352","","","","0"
"1995/1996","Manitoba","2016A000246","Returning emigrants","Persons","249","units","0","v29768555","8.10","629","","","","0"
"1995/1996","Manitoba","2016A000246","Net temporary emigration","Persons","249","units","0","v29768556","8.11","532","","","","0"
"1995/1996","Manitoba","2016A000246","Net non-permanent residents","Persons","249","units","0","v29768557","8.12","-209","","","","0"
"1995/1996","Manitoba","2016A000246","Net interprovincial migration","Persons","249","units","0","v391140","8.5","-3566","","","","0"
"1995/1996","Manitoba","2016A000246","Residual deviation","Persons","249","units","0","v53437079","8.8","179","","","","0"
"1995/1996","Saskatchewan","2016A000247","Births","Persons","249","units","0","v391082","9.1","13392","","","","0"
"1995/1996","Saskatchewan","2016A000247","Deaths","Persons","249","units","0","v391097","9.2","8466","","","","0"
"1995/1996","Saskatchewan","2016A000247","Immigrants","Persons","249","units","0","v391112","9.3","1825","","","","0"
"1995/1996","Saskatchewan","2016A000247","Net emigration","Persons","249","units","0","v1566834751","9.13","1093","","","","0"
"1995/1996","Saskatchewan","2016A000247","Emigrants","Persons","249","units","0","v29768558","9.9","976","","","","0"
"1995/1996","Saskatchewan","2016A000247","Returning emigrants","Persons","249","units","0","v29768559","9.10","284","","","","0"
"1995/1996","Saskatchewan","2016A000247","Net temporary emigration","Persons","249","units","0","v29768560","9.11","401","","","","0"
"1995/1996","Saskatchewan","2016A000247","Net non-permanent residents","Persons","249","units","0","v29768561","9.12","386","","","","0"
"1995/1996","Saskatchewan","2016A000247","Net interprovincial migration","Persons","249","units","0","v391141","9.5","-2161","","","","0"
"1995/1996","Saskatchewan","2016A000247","Residual deviation","Persons","249","units","0","v53437080","9.8","875","","","","0"
"1995/1996","Alberta","2016A000248","Births","Persons","249","units","0","v391083","10.1","38451","","","","0"
"1995/1996","Alberta","2016A000248","Deaths","Persons","249","units","0","v391098","10.2","15887","","","","0"
"1995/1996","Alberta","2016A000248","Immigrants","Persons","249","units","0","v391113","10.3","13870","","","","0"
"1995/1996","Alberta","2016A000248","Net emigration","Persons","249","units","0","v1566834752","10.13","5792","","","","0"
"1995/1996","Alberta","2016A000248","Emigrants","Persons","249","units","0","v29768562","10.9","6331","","","","0"
"1995/1996","Alberta","2016A000248","Returning emigrants","Persons","249","units","0","v29768563","10.10","3005","","","","0"
"1995/1996","Alberta","2016A000248","Net temporary emigration","Persons","249","units","0","v29768564","10.11","2466","","","","0"
"1995/1996","Alberta","2016A000248","Net non-permanent residents","Persons","249","units","0","v29768565","10.12","873","","","","0"
"1995/1996","Alberta","2016A000248","Net interprovincial migration","Persons","249","units","0","v391142","10.5","7656","","","","0"
"1995/1996","Alberta","2016A000248","Residual deviation","Persons","249","units","0","v53437081","10.8","1443","","","","0"
"1995/1996","British Columbia","2016A000259","Births","Persons","249","units","0","v391071","11.1","46853","","","","0"
"1995/1996","British Columbia","2016A000259","Deaths","Persons","249","units","0","v391086","11.2","26972","","","","0"
"1995/1996","British Columbia","2016A000259","Immigrants","Persons","249","units","0","v391101","11.3","47728","","","","0"
"1995/1996","British Columbia","2016A000259","Net emigration","Persons","249","units","0","v1566834753","11.13","5846","","","","0"
"1995/1996","British Columbia","2016A000259","Emigrants","Persons","249","units","0","v29768566","11.9","5815","","","","0"
"1995/1996","British Columbia","2016A000259","Returning emigrants","Persons","249","units","0","v29768567","11.10","3151","","","","0"
"1995/1996","British Columbia","2016A000259","Net temporary emigration","Persons","249","units","0","v29768568","11.11","3182","","","","0"
"1995/1996","British Columbia","2016A000259","Net non-permanent residents","Persons","249","units","0","v29768569","11.12","5470","","","","0"
"1995/1996","British Columbia","2016A000259","Net interprovincial migration","Persons","249","units","0","v391130","11.5","22025","","","","0"
"1995/1996","British Columbia","2016A000259","Residual deviation","Persons","249","units","0","v53437082","11.8","7669","","","","0"
"1995/1996","Yukon","2016A000260","Births","Persons","249","units","0","v391072","12.1","459","","","","0"
"1995/1996","Yukon","2016A000260","Deaths","Persons","249","units","0","v391087","12.2","145","","","","0"
"1995/1996","Yukon","2016A000260","Immigrants","Persons","249","units","0","v391102","12.3","89","","","","0"
"1995/1996","Yukon","2016A000260","Net emigration","Persons","249","units","0","v1566834754","12.13","77","","","","0"
"1995/1996","Yukon","2016A000260","Emigrants","Persons","249","units","0","v29768570","12.9","79","","","","0"
"1995/1996","Yukon","2016A000260","Returning emigrants","Persons","249","units","0","v29768571","12.10","23","","","","0"
"1995/1996","Yukon","2016A000260","Net temporary emigration","Persons","249","units","0","v29768572","12.11","21","","","","0"
"1995/1996","Yukon","2016A000260","Net non-permanent residents","Persons","249","units","0","v29768573","12.12","-3","","","","0"
"1995/1996","Yukon","2016A000260","Net interprovincial migration","Persons","249","units","0","v391131","12.5","564","","","","0"
"1995/1996","Yukon","2016A000260","Residual deviation","Persons","249","units","0","v53437083","12.8","58","","","","0"
"1995/1996","Northwest Territories","2016A000261","Births","Persons","249","units","0","v391074","14.1","894","","","","0"
